id	name	description	synonyms	organism
ENSG00000139613	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]	[]	NCBI:txid9606
ENSG00000139618	BRCA2	BRCA2 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101]	[]	NCBI:txid9606
ENSG00000139625	MAP3K12	mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]	[]	NCBI:txid9606
ENSG00000139626	ITGB7	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	[]	NCBI:txid9606
ENSG00000139631	CSAD	cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]	[]	NCBI:txid9606
ENSG00000139641	ESYT1	extended synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:29534]	[]	NCBI:txid9606
ENSG00000139679	LPAR6	lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:HGNC:15520]	[]	NCBI:txid9606
ENSG00000139684	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]	[]	NCBI:txid9606
ENSG00000139687	RB1	RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]	[]	NCBI:txid9606
ENSG00000139697	SBNO1	strawberry notch homolog 1 [Source:HGNC Symbol;Acc:HGNC:22973]	[]	NCBI:txid9606
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]	[]	NCBI:txid9606
ENSG00000139722	VPS37B	VPS37B subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:25754]	[]	NCBI:txid9606
ENSG00000139726	DENR	density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]	[]	NCBI:txid9606
ENSG00000139793	MBNL2	muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]	[]	NCBI:txid9606
ENSG00000139908	TSSK4	testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]	[]	NCBI:txid9606
ENSG00000139926	FRMD6	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	[]	NCBI:txid9606
ENSG00000139974	SLC38A6	solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863]	[]	NCBI:txid9606
ENSG00000139988	RDH12	retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977]	[]	NCBI:txid9606
ENSG00000140009	ESR2	estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]	[]	NCBI:txid9606
ENSG00000140015	KCNH5	potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]	[]	NCBI:txid9606
ENSG00000140022	STON2	stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]	[]	NCBI:txid9606
ENSG00000140030	GPR65	G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]	[]	NCBI:txid9606
ENSG00000140044	JDP2	Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]	[]	NCBI:txid9606
ENSG00000140057	AK7	adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091]	[]	NCBI:txid9606
ENSG00000140090	SLC24A4	solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]	[]	NCBI:txid9606
ENSG00000140092	FBLN5	fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602]	[]	NCBI:txid9606
ENSG00000140199	SLC12A6	solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]	[]	NCBI:txid9606
ENSG00000140254	DUOXA1	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	[]	NCBI:txid9606
ENSG00000140262	TCF12	transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]	[]	NCBI:txid9606
ENSG00000140263	SORD	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]	[]	NCBI:txid9606
ENSG00000140265	ZSCAN29	zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:HGNC:26673]	[]	NCBI:txid9606
ENSG00000140274	DUOXA2	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]	[]	NCBI:txid9606
ENSG00000140279	DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]	[]	NCBI:txid9606
ENSG00000140284	SLC27A2	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]	[]	NCBI:txid9606
ENSG00000140287	HDC	histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855]	[]	NCBI:txid9606
ENSG00000140299	BNIP2	BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]	[]	NCBI:txid9606
ENSG00000140307	GTF2A2	general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]	[]	NCBI:txid9606
ENSG00000140319	SRP14	signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]	[]	NCBI:txid9606
ENSG00000140332	TLE3	TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]	[]	NCBI:txid9606
ENSG00000140367	UBE2Q2	ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248]	[]	NCBI:txid9606
ENSG00000140368	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]	[]	NCBI:txid9606
ENSG00000140374	ETFA	electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]	[]	NCBI:txid9606
ENSG00000140379	BCL2A1	BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]	[]	NCBI:txid9606
ENSG00000140391	TSPAN3	tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]	[]	NCBI:txid9606
ENSG00000140395	WDR61	WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300]	[]	NCBI:txid9606
ENSG00000140396	NCOA2	nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]	[]	NCBI:txid9606
ENSG00000140398	NEIL1	nei like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:18448]	[]	NCBI:txid9606
ENSG00000140416	TPM1	tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]	[]	NCBI:txid9606
ENSG00000140443	IGF1R	insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]	[]	NCBI:txid9606
ENSG00000140459	CYP11A1	cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]	[]	NCBI:txid9606
ENSG00000140464	PML	PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]	[]	NCBI:txid9606
ENSG00000140465	CYP1A1	cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]	[]	NCBI:txid9606
ENSG00000140474	ULK3	unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]	[]	NCBI:txid9606
ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]	[]	NCBI:txid9606
ENSG00000140505	CYP1A2	cytochrome P450 family 1 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:2596]	[]	NCBI:txid9606
ENSG00000140511	HAPLN3	hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]	[]	NCBI:txid9606
ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]	[]	NCBI:txid9606
ENSG00000140522	RLBP1	retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10024]	[]	NCBI:txid9606
ENSG00000140526	ABHD2	abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]	[]	NCBI:txid9606
ENSG00000140538	NTRK3	neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]	[]	NCBI:txid9606
ENSG00000140543	DET1	DET1 partner of COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25477]	[]	NCBI:txid9606
ENSG00000140563	MCTP2	multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]	[]	NCBI:txid9606
ENSG00000140564	FURIN	furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]	[]	NCBI:txid9606
ENSG00000140575	IQGAP1	IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]	[]	NCBI:txid9606
ENSG00000140577	CRTC3	CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]	[]	NCBI:txid9606
ENSG00000140598	EFL1	elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]	[]	NCBI:txid9606
ENSG00000140650	PMM2	phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115]	[]	NCBI:txid9606
ENSG00000140675	SLC5A2	solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037]	[]	NCBI:txid9606
ENSG00000140678	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	[]	NCBI:txid9606
ENSG00000140682	TGFB1I1	transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]	[]	NCBI:txid9606
ENSG00000140694	PARN	poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609]	[]	NCBI:txid9606
ENSG00000140749	IGSF6	immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]	[]	NCBI:txid9606
ENSG00000140795	MYLK3	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]	[]	NCBI:txid9606
ENSG00000140830	TXNL4B	thioredoxin like 4B [Source:HGNC Symbol;Acc:HGNC:26041]	[]	NCBI:txid9606
ENSG00000140836	ZFHX3	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]	[]	NCBI:txid9606
ENSG00000140853	NLRC5	NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]	[]	NCBI:txid9606
ENSG00000140905	GCSH	glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]	[]	NCBI:txid9606
ENSG00000140932	CMTM2	CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19173]	[]	NCBI:txid9606
ENSG00000140937	CDH11	cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]	[]	NCBI:txid9606
ENSG00000140939	NOL3	nucleolar protein 3 [Source:HGNC Symbol;Acc:HGNC:7869]	[]	NCBI:txid9606
ENSG00000140943	MBTPS1	membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]	[]	NCBI:txid9606
ENSG00000140968	IRF8	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]	[]	NCBI:txid9606
ENSG00000140988	RPS2	ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]	[]	NCBI:txid9606
ENSG00000140990	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]	[]	NCBI:txid9606
ENSG00000140992	PDPK1	3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]	[]	NCBI:txid9606
ENSG00000140993	TIGD7	tigger transposable element derived 7 [Source:HGNC Symbol;Acc:HGNC:18331]	[]	NCBI:txid9606
ENSG00000140995	DEF8	differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]	[]	NCBI:txid9606
ENSG00000141002	TCF25	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]	[]	NCBI:txid9606
ENSG00000141012	GALNS	galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]	[]	NCBI:txid9606
ENSG00000141068	KSR1	kinase suppressor of ras 1 [Source:HGNC Symbol;Acc:HGNC:6465]	[]	NCBI:txid9606
ENSG00000141086	CTRL	chymotrypsin like [Source:HGNC Symbol;Acc:HGNC:2524]	[]	NCBI:txid9606
ENSG00000141096	DPEP3	dipeptidase 3 [Source:HGNC Symbol;Acc:HGNC:23029]	[]	NCBI:txid9606
ENSG00000141098	GFOD2	glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]	[]	NCBI:txid9606
ENSG00000141127	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]	[]	NCBI:txid9606
ENSG00000141161	UNC45B	unc-45 myosin chaperone B [Source:HGNC Symbol;Acc:HGNC:14304]	[]	NCBI:txid9606
ENSG00000141179	PCTP	phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752]	[]	NCBI:txid9606
ENSG00000141279	NPEPPS	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]	[]	NCBI:txid9606
ENSG00000141337	ARSG	arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102]	[]	NCBI:txid9606
ENSG00000141338	ABCA8	ATP binding cassette subfamily A member 8 [Source:HGNC Symbol;Acc:HGNC:38]	[]	NCBI:txid9606
ENSG00000141349	G6PC3	glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]	[]	NCBI:txid9606
ENSG00000141367	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	[]	NCBI:txid9606
ENSG00000141376	BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]	[]	NCBI:txid9606
ENSG00000141385	AFG3L2	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]	[]	NCBI:txid9606
ENSG00000141401	IMPA2	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]	[]	NCBI:txid9606
ENSG00000141404	GNAL	G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]	[]	NCBI:txid9606
ENSG00000141424	SLC39A6	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]	[]	NCBI:txid9606
ENSG00000141429	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]	[]	NCBI:txid9606
ENSG00000141434	MEP1B	meprin A subunit beta [Source:HGNC Symbol;Acc:HGNC:7020]	[]	NCBI:txid9606
ENSG00000141448	GATA6	GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]	[]	NCBI:txid9606
ENSG00000141456	PELP1	proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]	[]	NCBI:txid9606
ENSG00000141458	NPC1	NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897]	[]	NCBI:txid9606
ENSG00000141499	WRAP53	WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]	[]	NCBI:txid9606
ENSG00000141503	MINK1	misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565]	[]	NCBI:txid9606
ENSG00000141504	SAT2	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]	[]	NCBI:txid9606
ENSG00000141505	ASGR1	asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]	[]	NCBI:txid9606
ENSG00000141506	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]	[]	NCBI:txid9606
ENSG00000141510	TP53	tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]	[]	NCBI:txid9606
ENSG00000141522	ARHGDIA	Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]	[]	NCBI:txid9606
ENSG00000141524	TMC6	transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]	[]	NCBI:txid9606
ENSG00000141526	SLC16A3	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]	[]	NCBI:txid9606
ENSG00000141527	CARD14	caspase recruitment domain family member 14 [Source:HGNC Symbol;Acc:HGNC:16446]	[]	NCBI:txid9606
ENSG00000141551	CSNK1D	casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]	[]	NCBI:txid9606
ENSG00000141560	FN3KRP	fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700]	[]	NCBI:txid9606
ENSG00000141564	RPTOR	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]	[]	NCBI:txid9606
ENSG00000141570	CBX8	chromobox 8 [Source:HGNC Symbol;Acc:HGNC:15962]	[]	NCBI:txid9606
ENSG00000141582	CBX4	chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554]	[]	NCBI:txid9606
ENSG00000141639	MAPK4	mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878]	[]	NCBI:txid9606
ENSG00000141646	SMAD4	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]	[]	NCBI:txid9606
ENSG00000141655	TNFRSF11A	TNF receptor superfamily member 11a [Source:HGNC Symbol;Acc:HGNC:11908]	[]	NCBI:txid9606
ENSG00000141682	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]	[]	NCBI:txid9606
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]	[]	NCBI:txid9606
ENSG00000141738	GRB7	growth factor receptor bound protein 7 [Source:HGNC Symbol;Acc:HGNC:4567]	[]	NCBI:txid9606
ENSG00000141748	ARL5C	ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]	[]	NCBI:txid9606
ENSG00000141750	STAC2	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]	[]	NCBI:txid9606
ENSG00000141753	IGFBP4	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]	[]	NCBI:txid9606
ENSG00000141837	CACNA1A	calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]	[]	NCBI:txid9606
ENSG00000141867	BRD4	bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]	[]	NCBI:txid9606
ENSG00000141905	NFIC	nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]	[]	NCBI:txid9606
ENSG00000141946	ZIM3	zinc finger imprinted 3 [Source:HGNC Symbol;Acc:HGNC:16366]	[]	NCBI:txid9606
ENSG00000141959	PFKL	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]	[]	NCBI:txid9606
ENSG00000141968	VAV1	vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]	[]	NCBI:txid9606
ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]	[]	NCBI:txid9606
ENSG00000141994	DUS3L	dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]	[]	NCBI:txid9606
ENSG00000142002	DPP9	dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]	[]	NCBI:txid9606
ENSG00000142082	SIRT3	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	[]	NCBI:txid9606
ENSG00000142149	HUNK	hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]	[]	NCBI:txid9606
ENSG00000142166	IFNAR1	interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]	[]	NCBI:txid9606
ENSG00000142168	SOD1	superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]	[]	NCBI:txid9606
ENSG00000142178	SIK1	salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]	[]	NCBI:txid9606
ENSG00000142182	DNMT3L	DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]	[]	NCBI:txid9606
ENSG00000142185	TRPM2	transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]	[]	NCBI:txid9606
ENSG00000142186	SCYL1	SCY1 like pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:14372]	[]	NCBI:txid9606
ENSG00000142192	APP	amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]	[]	NCBI:txid9606
ENSG00000142208	AKT1	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	[]	NCBI:txid9606
ENSG00000142235	LMTK3	lemur tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19295]	[]	NCBI:txid9606
ENSG00000142273	CBLC	Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961]	[]	NCBI:txid9606
ENSG00000142319	SLC6A3	solute carrier family 6 member 3 [Source:HGNC Symbol;Acc:HGNC:11049]	[]	NCBI:txid9606
ENSG00000142347	MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	[]	NCBI:txid9606
ENSG00000142409	ZNF787	zinc finger protein 787 [Source:HGNC Symbol;Acc:HGNC:26998]	[]	NCBI:txid9606
ENSG00000142453	CARM1	coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393]	[]	NCBI:txid9606
ENSG00000142484	TM4SF5	transmembrane 4 L six family member 5 [Source:HGNC Symbol;Acc:HGNC:11857]	[]	NCBI:txid9606
ENSG00000142494	SLC47A1	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]	[]	NCBI:txid9606
ENSG00000142512	SIGLEC10	sialic acid binding Ig like lectin 10 [Source:HGNC Symbol;Acc:HGNC:15620]	[]	NCBI:txid9606
ENSG00000142515	KLK3	kallikrein related peptidase 3 [Source:HGNC Symbol;Acc:HGNC:6364]	[]	NCBI:txid9606
ENSG00000142528	ZNF473	zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]	[]	NCBI:txid9606
ENSG00000142541	RPL13A	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]	[]	NCBI:txid9606
ENSG00000142546	NOSIP	nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946]	[]	NCBI:txid9606
ENSG00000142549	IGLON5	IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]	[]	NCBI:txid9606
ENSG00000142583	SLC2A5	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]	[]	NCBI:txid9606
ENSG00000142606	MMEL1	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]	[]	NCBI:txid9606
ENSG00000142615	CELA2A	chymotrypsin like elastase 2A [Source:HGNC Symbol;Acc:HGNC:24609]	[]	NCBI:txid9606
ENSG00000142619	PADI3	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]	[]	NCBI:txid9606
ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]	[]	NCBI:txid9606
ENSG00000142623	PADI1	peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]	[]	NCBI:txid9606
ENSG00000142627	EPHA2	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]	[]	NCBI:txid9606
ENSG00000142632	ARHGEF19	Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]	[]	NCBI:txid9606
ENSG00000142634	EFHD2	EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]	[]	NCBI:txid9606
ENSG00000142657	PGD	phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]	[]	NCBI:txid9606
ENSG00000142661	MYOM3	myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]	[]	NCBI:txid9606
ENSG00000142676	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	[]	NCBI:txid9606
ENSG00000142731	PLK4	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]	[]	NCBI:txid9606
ENSG00000142733	MAP3K6	mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]	[]	NCBI:txid9606
ENSG00000142748	FCN3	ficolin 3 [Source:HGNC Symbol;Acc:HGNC:3625]	[]	NCBI:txid9606
ENSG00000142784	WDTC1	WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]	[]	NCBI:txid9606
ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]	[]	NCBI:txid9606
ENSG00000142867	BCL10	BCL10 immune signaling adaptor [Source:HGNC Symbol;Acc:HGNC:989]	[]	NCBI:txid9606
ENSG00000142875	PRKACB	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]	[]	NCBI:txid9606
ENSG00000142892	PIGK	phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]	[]	NCBI:txid9606
ENSG00000142920	AZIN2	antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]	[]	NCBI:txid9606
ENSG00000142945	KIF2C	kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]	[]	NCBI:txid9606
ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	[]	NCBI:txid9606
ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:13913]	[]	NCBI:txid9606
ENSG00000143013	LMO4	LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]	[]	NCBI:txid9606
ENSG00000143028	SYPL2	synaptophysin like 2 [Source:HGNC Symbol;Acc:HGNC:27638]	[]	NCBI:txid9606
ENSG00000143033	MTF2	metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]	[]	NCBI:txid9606
ENSG00000143061	IGSF3	immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]	[]	NCBI:txid9606
ENSG00000143067	ZNF697	zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]	[]	NCBI:txid9606
ENSG00000143105	KCNA10	potassium voltage-gated channel subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:6219]	[]	NCBI:txid9606
ENSG00000143106	PSMA5	proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]	[]	NCBI:txid9606
ENSG00000143110	C1orf162	chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344]	[]	NCBI:txid9606
ENSG00000143119	CD53	CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]	[]	NCBI:txid9606
ENSG00000143126	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]	[]	NCBI:txid9606
ENSG00000143147	GPR161	G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]	[]	NCBI:txid9606
ENSG00000143149	ALDH9A1	aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]	[]	NCBI:txid9606
